timestamp,vehicle_type,planned_output,actual_output,priority,shift_factor,hour_factor,production_execution_error,machine_load,material_supply_status,changeover_progress,order_pressure,line_congestion
2026-01-20 11:00:00,B车型,15,14,1,1.02,1.015,-1.6951,0.7827,0.9589,1.0,1.0562,0.0729
2026-01-20 12:00:00,B车型,15,13,3,1.02,1.0,-1.8789,0.797,0.9585,0.4,1.0557,0.0807
2026-01-20 13:00:00,A车型,20,18,1,1.02,1.0,-2.703,0.7934,0.9556,1.0,1.0374,0.1055
2026-01-20 14:00:00,A车型,20,19,3,1.02,1.02,-2.1713,0.7907,0.9136,0.4,1.0232,0.1043
2026-01-20 15:00:00,C车型,10,8,3,1.02,1.02,-2.4682,0.7824,0.8954,1.0,1.0151,0.0932
2026-01-20 16:00:00,C车型,10,8,3,1.0,1.02,-2.549,0.7838,0.8836,0.4,1.0048,0.1485
2026-01-20 17:00:00,C车型,10,9,3,1.0,1.0,-1.3987,0.8047,0.9058,0.0,1.0057,0.1578
2026-01-20 18:00:00,C车型,10,9,3,1.0,1.0,-1.1363,0.7998,0.9197,0.0,1.008,0.1527
2026-01-20 19:00:00,C车型,10,9,3,1.0,1.0,-0.518,0.8185,0.9267,0.3,1.0003,0.1321
2026-01-20 20:00:00,B车型,15,14,3,1.0,1.0,-1.4732,0.8014,0.9246,1.0,0.9921,0.0988
2026-01-20 21:00:00,B车型,15,14,2,1.0,1.0,-0.7702,0.7834,0.9361,0.4,0.9906,0.0858
2026-01-20 22:00:00,C车型,10,9,2,1.0,1.0,-1.424,0.8112,0.9535,1.0,0.9905,0.1179
2026-01-20 23:00:00,A车型,20,18,1,1.0,1.0,-1.8566,0.8261,0.9672,1.0,1.0116,0.1825
2026-01-21 00:00:00,A车型,20,18,2,0.97,1.0,-1.697,0.8442,0.9592,0.4,1.0405,0.164
2026-01-21 01:00:00,C车型,10,8,1,0.97,0.98,-1.9355,0.8381,0.9501,1.0,1.0652,0.1529
2026-01-21 02:00:00,C车型,10,8,2,0.97,0.98,-1.7837,0.8818,0.9489,0.4,1.0759,0.1704
2026-01-21 03:00:00,C车型,10,8,1,0.97,0.98,-1.1331,0.9004,0.9641,0.0,1.0761,0.1448
2026-01-21 04:00:00,C车型,10,10,2,0.97,0.98,0.1301,0.8726,0.9512,0.0,1.1024,0.1369
2026-01-21 05:00:00,C车型,10,10,1,0.97,0.98,0.4353,0.863,0.9536,0.0,1.1189,0.1457
2026-01-21 06:00:00,C车型,10,10,2,0.97,1.0,0.1802,0.8705,0.9637,0.0,1.1124,0.1161
2026-01-21 07:00:00,C车型,10,10,3,0.97,1.0,0.4647,0.8492,0.9719,0.0,1.1116,0.0976
2026-01-21 08:00:00,C车型,10,11,2,1.02,1.0,0.9642,0.8257,0.9845,0.0,1.1129,0.1066
2026-01-21 09:00:00,C车型,10,11,1,1.02,1.015,1.0465,0.8483,0.9732,0.0,1.1177,0.1005
2026-01-21 10:00:00,C车型,10,11,1,1.02,1.015,0.2445,0.8475,0.9748,0.0,1.1325,0.1213
2026-01-21 11:00:00,C车型,10,10,1,1.02,1.015,0.0797,0.8518,0.9684,0.3,1.1151,0.1549
2026-01-21 12:00:00,B车型,15,14,2,1.02,1.0,-0.9029,0.8634,0.9797,1.0,1.0932,0.1339
2026-01-21 13:00:00,A车型,20,20,3,1.02,1.0,-0.6141,0.8775,0.9683,1.0,1.0857,0.1158
2026-01-21 14:00:00,B车型,15,14,1,1.02,1.02,-1.5126,0.8858,0.9704,1.0,1.0988,0.1523
2026-01-21 15:00:00,B车型,15,15,3,1.02,1.02,-0.9372,0.8559,0.9655,0.4,1.1066,0.1592
2026-01-21 16:00:00,B车型,15,15,2,1.0,1.02,-0.5998,0.8859,0.9711,0.3,1.12,0.1633
2026-01-21 17:00:00,C车型,10,8,3,1.0,1.0,-1.569,0.884,0.9618,1.0,1.1324,0.1449
2026-01-21 18:00:00,C车型,10,9,2,1.0,1.0,-1.3625,0.8884,0.9524,0.4,1.1473,0.1471
2026-01-21 19:00:00,C车型,10,9,1,1.0,1.0,-0.7134,0.8714,0.9487,0.3,1.1338,0.1064
2026-01-21 20:00:00,A车型,20,18,2,1.0,1.0,-2.0585,0.8545,0.9579,1.0,1.1406,0.1395
2026-01-21 21:00:00,A车型,20,18,1,1.0,1.0,-1.5913,0.8666,0.9482,0.4,1.1432,0.1198
2026-01-21 22:00:00,C车型,10,8,1,1.0,1.0,-2.1528,0.8604,0.9441,1.0,1.15,0.1513
2026-01-21 23:00:00,C车型,10,8,2,1.0,1.0,-1.8371,0.8917,0.9401,0.4,1.15,0.1464
2026-01-22 00:00:00,B车型,15,12,1,0.97,1.0,-2.5883,0.8962,0.9453,1.0,1.1275,0.0968
2026-01-22 01:00:00,B车型,15,13,2,0.97,0.98,-1.1353,0.8867,0.955,0.4,1.1043,0.1289
2026-01-22 02:00:00,B车型,15,14,3,0.97,0.98,-0.6187,0.8856,0.9622,0.0,1.0953,0.1317
2026-01-22 03:00:00,B车型,15,14,3,0.97,0.98,-0.679,0.8969,0.9557,0.0,1.0829,0.1833
2026-01-22 04:00:00,B车型,15,14,2,0.97,0.98,-0.1428,0.8759,0.9639,0.0,1.0649,0.1789
2026-01-22 05:00:00,B车型,15,14,2,0.97,0.98,-0.2485,0.8818,0.9716,0.0,1.0607,0.1629
2026-01-22 06:00:00,B车型,15,14,2,0.97,1.0,-0.0878,0.8665,0.9759,0.0,1.0386,0.129
2026-01-22 07:00:00,B车型,15,14,1,0.97,1.0,-0.2808,0.8798,0.9627,0.0,1.0356,0.1153
2026-01-22 08:00:00,B车型,15,15,1,1.02,1.0,-0.5777,0.8595,0.9625,0.3,1.0217,0.1397
2026-01-22 09:00:00,A车型,20,19,2,1.02,1.015,-1.6126,0.8536,0.9541,1.0,1.0148,0.1677
2026-01-22 10:00:00,B车型,15,13,1,1.02,1.015,-2.7192,0.8517,0.9609,1.0,1.0198,0.1541
2026-01-22 11:00:00,B车型,15,13,1,1.02,1.015,-2.0588,0.8182,0.9574,0.4,1.0054,0.173
2026-01-22 12:00:00,A车型,20,18,1,1.02,1.0,-2.2844,0.8201,0.9476,1.0,1.0009,0.21
2026-01-22 13:00:00,A车型,20,19,2,1.02,1.0,-1.3488,0.8395,0.9349,0.4,1.0085,0.1766
2026-01-22 14:00:00,A车型,20,20,2,1.02,1.02,-0.8278,0.8445,0.9447,0.0,1.0076,0.18
2026-01-22 15:00:00,A车型,20,20,2,1.02,1.02,-1.1084,0.8462,0.9504,0.3,1.0235,0.303
2026-01-22 16:00:00,B车型,15,13,1,1.0,1.02,-2.1148,0.8674,0.9551,1.0,1.0186,0.4145
2026-01-22 17:00:00,B车型,15,12,1,1.0,1.0,-2.8251,0.8942,0.9458,0.4,1.0214,0.4667
2026-01-22 18:00:00,C车型,10,6,3,1.0,1.0,-4.4605,0.9037,0.928,1.0,1.0101,0.5114
2026-01-22 19:00:00,B车型,15,11,3,1.0,1.0,-4.3759,0.8855,0.9091,1.0,0.9877,0.3786
2026-01-22 20:00:00,B车型,15,11,1,1.0,1.0,-4.0545,0.8671,0.9023,0.4,0.9751,0.3408
2026-01-22 21:00:00,B车型,15,12,1,1.0,1.0,-2.5913,0.8732,0.9002,0.0,0.9625,0.3086
2026-01-22 22:00:00,B车型,15,13,1,1.0,1.0,-1.649,0.8668,0.9095,0.0,0.9617,0.2555
2026-01-22 23:00:00,B车型,15,14,3,1.0,1.0,-1.2623,0.8684,0.9165,0.3,0.9576,0.2609
2026-01-23 00:00:00,A车型,20,17,3,0.97,1.0,-2.2656,0.875,0.9221,1.0,0.9682,0.2461
2026-01-23 01:00:00,A车型,20,17,3,0.97,0.98,-2.4121,0.8624,0.9316,0.4,0.9678,0.1921
2026-01-23 02:00:00,A车型,20,17,2,0.97,0.98,-1.7467,0.8526,0.9514,0.0,0.9835,0.1847
2026-01-23 03:00:00,A车型,20,17,1,0.97,0.98,-1.5773,0.8323,0.9669,0.0,0.9918,0.1891
2026-01-23 04:00:00,A车型,20,17,1,0.97,0.98,-1.545,0.8488,0.9731,0.0,0.9852,0.2329
2026-01-23 05:00:00,A车型,20,17,1,0.97,0.98,-1.579,0.8708,0.9481,0.0,0.9876,0.1499
2026-01-23 06:00:00,A车型,20,19,3,0.97,1.0,-0.7461,0.8937,0.95,0.0,0.9914,0.1879
2026-01-23 07:00:00,A车型,20,19,1,0.97,1.0,-0.5131,0.882,0.9523,0.0,0.9842,0.1907
2026-01-23 08:00:00,A车型,20,20,3,1.02,1.0,-0.1011,0.8903,0.9425,0.0,1.0035,0.137
2026-01-23 09:00:00,A车型,20,20,2,1.02,1.015,-0.5609,0.922,0.9325,0.0,0.9983,0.1139
2026-01-23 10:00:00,A车型,20,20,1,1.02,1.015,-0.5441,0.8993,0.9286,0.0,1.0032,0.1341
2026-01-23 11:00:00,A车型,20,20,1,1.02,1.015,-0.2348,0.8851,0.9253,0.0,1.0003,0.1078
2026-01-23 12:00:00,A车型,20,20,2,1.02,1.0,-0.3905,0.8699,0.9275,0.0,0.9826,0.1337
2026-01-23 13:00:00,A车型,20,20,1,1.02,1.0,-0.752,0.8638,0.9351,0.0,0.9796,0.1912
2026-01-23 14:00:00,A车型,20,20,3,1.02,1.02,-1.1836,0.873,0.9432,0.3,0.9987,0.1589
2026-01-23 15:00:00,B车型,15,13,1,1.02,1.02,-2.6246,0.8736,0.9418,1.0,0.9701,0.1582
2026-01-23 16:00:00,B车型,15,13,3,1.0,1.02,-2.0891,0.8631,0.9561,0.4,0.9621,0.1117
2026-01-23 17:00:00,B车型,15,13,1,1.0,1.0,-1.9836,0.8412,0.9702,0.0,0.9595,0.1457
2026-01-23 18:00:00,B车型,15,14,3,1.0,1.0,-0.9537,0.866,0.9636,0.0,0.9607,0.1662
2026-01-23 19:00:00,B车型,15,14,1,1.0,1.0,-0.5014,0.891,0.9716,0.3,0.9873,0.1262
2026-01-23 20:00:00,C车型,10,9,1,1.0,1.0,-0.9795,0.8978,0.9378,1.0,1.0035,0.1151
2026-01-23 21:00:00,C车型,10,9,1,1.0,1.0,-0.6013,0.9233,0.9022,0.4,1.0186,0.0949
2026-01-23 22:00:00,C车型,10,9,1,1.0,1.0,-1.2947,0.8706,0.8688,0.3,1.0295,0.1214
2026-01-23 23:00:00,A车型,20,17,2,1.0,1.0,-2.5848,0.8848,0.8844,1.0,1.0412,0.1601
2026-01-24 00:00:00,A车型,20,17,3,0.97,1.0,-2.5258,0.8634,0.9023,0.4,1.0423,0.1896
2026-01-24 01:00:00,A车型,20,17,3,0.97,0.98,-1.7065,0.8487,0.9187,0.0,1.0495,0.179
2026-01-24 02:00:00,A车型,20,18,1,0.97,0.98,-1.3194,0.8527,0.9279,0.0,1.0518,0.1837
2026-01-24 03:00:00,A车型,20,17,1,0.97,0.98,-1.9524,0.8562,0.9339,0.3,1.05,0.3124
2026-01-24 04:00:00,B车型,15,11,1,0.97,0.98,-2.8902,0.8644,0.9428,1.0,1.0714,0.3491
2026-01-24 05:00:00,B车型,15,12,2,0.97,0.98,-2.4206,0.8554,0.9471,0.4,1.0742,0.3778
2026-01-24 06:00:00,B车型,15,13,3,0.97,1.0,-1.7642,0.8495,0.9433,0.0,1.0878,0.4357
2026-01-24 07:00:00,B车型,15,13,1,0.97,1.0,-1.6367,0.835,0.9459,0.3,1.0943,0.3764
2026-01-24 08:00:00,C车型,10,8,3,1.02,1.0,-2.4119,0.846,0.9437,1.0,1.1059,0.3177
2026-01-24 09:00:00,C车型,10,8,2,1.02,1.015,-1.9023,0.8375,0.9433,0.4,1.0846,0.3085
2026-01-24 10:00:00,A车型,20,17,3,1.02,1.015,-3.2359,0.83,0.9537,1.0,1.0761,0.2624
2026-01-24 11:00:00,C车型,10,7,1,1.02,1.015,-3.5802,0.8366,0.9535,1.0,1.07,0.1944
2026-01-24 12:00:00,C车型,10,7,1,1.02,1.0,-2.8086,0.8455,0.9566,0.4,1.0582,0.2004
2026-01-24 13:00:00,C车型,10,8,1,1.02,1.0,-2.1225,0.8489,0.9668,0.3,1.0348,0.1593
2026-01-24 14:00:00,A车型,20,19,3,1.02,1.02,-2.2439,0.8654,0.964,1.0,1.0237,0.1223
2026-01-24 15:00:00,A车型,20,19,1,1.02,1.02,-1.6938,0.8429,0.9777,0.4,1.0257,0.1215
2026-01-24 16:00:00,B车型,15,13,1,1.0,1.02,-2.6512,0.8701,0.9935,1.0,1.0288,0.1595
2026-01-24 17:00:00,B车型,15,13,2,1.0,1.0,-1.9752,0.8869,0.9787,0.4,1.002,0.2849
2026-01-24 18:00:00,B车型,15,13,2,1.0,1.0,-1.7442,0.8857,0.9798,0.0,0.9819,0.3867
2026-01-24 19:00:00,B车型,15,13,1,1.0,1.0,-1.8508,0.8771,0.9697,0.0,0.9898,0.3164
2026-01-24 20:00:00,B车型,15,14,1,1.0,1.0,-1.4737,0.8859,0.9747,0.3,1.0033,0.2277
2026-01-24 21:00:00,A车型,20,18,2,1.0,1.0,-2.2385,0.8576,0.9724,1.0,1.0172,0.2452
2026-01-24 22:00:00,A车型,20,18,2,1.0,1.0,-1.6153,0.8723,0.9854,0.4,1.0165,0.2166
2026-01-24 23:00:00,A车型,20,18,2,1.0,1.0,-2.011,0.8531,0.9775,0.0,1.0288,0.2122
2026-01-25 00:00:00,A车型,20,18,3,0.97,1.0,-1.1082,0.8287,0.9888,0.0,1.0478,0.1549
2026-01-25 01:00:00,A车型,20,17,1,0.97,0.98,-1.5891,0.8235,1.0,0.3,1.0494,0.154
2026-01-25 02:00:00,B车型,15,12,1,0.97,0.98,-2.416,0.8216,1.0,1.0,1.0618,0.1433
2026-01-25 03:00:00,B车型,15,12,1,0.97,0.98,-1.999,0.8462,0.9968,0.4,1.0611,0.1593
2026-01-25 04:00:00,A车型,20,16,2,0.97,0.98,-2.7595,0.8433,0.98,1.0,1.0591,0.1006
2026-01-25 05:00:00,A车型,20,17,2,0.97,0.98,-1.8956,0.8255,0.9456,0.4,1.0556,0.1402
2026-01-25 06:00:00,B车型,15,11,2,0.97,1.0,-3.0676,0.8274,0.9147,1.0,1.0337,0.1271
2026-01-25 07:00:00,B车型,15,13,3,0.97,1.0,-1.881,0.8212,0.8866,0.4,1.0448,0.086
2026-01-25 08:00:00,B车型,15,14,1,1.02,1.0,-1.2446,0.8364,0.8538,0.3,1.0479,0.1276
2026-01-25 09:00:00,C车型,10,8,1,1.02,1.015,-2.1474,0.8012,0.8711,1.0,1.0239,0.1425
2026-01-25 10:00:00,B车型,15,13,2,1.02,1.015,-2.6908,0.7946,0.8997,1.0,1.0067,0.1426
2026-01-25 11:00:00,B车型,15,13,3,1.02,1.015,-2.5015,0.8221,0.9104,0.4,1.0019,0.2013
2026-01-25 12:00:00,B车型,15,13,3,1.02,1.0,-1.8055,0.8245,0.9234,0.3,0.9764,0.205
2026-01-25 13:00:00,A车型,20,18,2,1.02,1.0,-2.8453,0.8156,0.9382,1.0,0.9558,0.194
2026-01-25 14:00:00,C车型,10,7,1,1.02,1.02,-3.2514,0.8322,0.9514,1.0,0.9679,0.287
2026-01-25 15:00:00,C车型,10,8,1,1.02,1.02,-2.7683,0.8218,0.9617,0.4,0.9588,0.3331
2026-01-25 16:00:00,C车型,10,8,2,1.0,1.02,-1.788,0.8594,0.9761,0.0,0.9709,0.3401
2026-01-25 17:00:00,C车型,10,9,2,1.0,1.0,-1.1348,0.8521,0.9727,0.0,0.9689,0.2954
2026-01-25 18:00:00,C车型,10,9,2,1.0,1.0,-1.0093,0.8409,0.9854,0.3,0.9657,0.274
2026-01-25 19:00:00,A车型,20,18,2,1.0,1.0,-2.2885,0.8227,0.9847,1.0,0.9869,0.2242
2026-01-25 20:00:00,A车型,20,18,3,1.0,1.0,-2.1188,0.8134,0.976,0.4,0.9977,0.2416
2026-01-25 21:00:00,C车型,10,7,1,1.0,1.0,-2.8282,0.806,0.9764,1.0,1.001,0.2151
2026-01-25 22:00:00,C车型,10,8,1,1.0,1.0,-2.2254,0.8042,0.9747,0.4,1.0178,0.1691
2026-01-25 23:00:00,C车型,10,8,2,1.0,1.0,-1.6272,0.8232,0.9645,0.0,1.0175,0.1693
2026-01-26 00:00:00,C车型,10,9,2,0.97,1.0,-0.753,0.8083,0.97,0.3,1.0135,0.1615
2026-01-26 01:00:00,A车型,20,17,2,0.97,0.98,-1.745,0.8163,0.9835,1.0,0.9976,0.1692
2026-01-26 02:00:00,B车型,15,12,3,0.97,0.98,-2.3619,0.7918,0.9916,1.0,0.9945,0.1759
2026-01-26 03:00:00,B车型,15,12,3,0.97,0.98,-2.616,0.8164,0.97,0.4,1.0041,0.2004
2026-01-26 04:00:00,B车型,15,13,1,0.97,0.98,-1.1849,0.8371,0.9681,0.0,0.992,0.1973
2026-01-26 05:00:00,B车型,15,13,1,0.97,0.98,-1.2303,0.8292,0.9832,0.3,0.9719,0.1663
2026-01-26 06:00:00,A车型,20,18,1,0.97,1.0,-1.887,0.8171,0.9813,1.0,0.9713,0.1961
2026-01-26 07:00:00,A车型,20,18,1,0.97,1.0,-1.2539,0.8106,0.9833,0.4,0.9687,0.1964
2026-01-26 08:00:00,B车型,15,13,3,1.02,1.0,-2.0734,0.8085,0.9828,1.0,0.9805,0.1471
2026-01-26 09:00:00,B车型,15,13,2,1.02,1.015,-2.1115,0.8307,0.9856,0.4,0.9761,0.1215
2026-01-26 10:00:00,B车型,15,14,1,1.02,1.015,-1.2846,0.8397,0.9815,0.0,0.9622,0.0992
2026-01-26 11:00:00,B车型,15,14,3,1.02,1.015,-1.3185,0.8569,0.9693,0.3,0.9447,0.0888
2026-01-26 12:00:00,C车型,10,8,3,1.02,1.0,-2.2616,0.8816,0.9549,1.0,0.9566,0.1094
2026-01-26 13:00:00,A车型,20,17,2,1.02,1.0,-3.1879,0.8573,0.9724,1.0,0.9455,0.1208
2026-01-26 14:00:00,A车型,20,19,2,1.02,1.02,-1.8075,0.8762,0.9715,0.4,0.9404,0.1003
2026-01-26 15:00:00,A车型,20,19,1,1.02,1.02,-1.4794,0.8624,0.9745,0.0,0.9602,0.1123
2026-01-26 16:00:00,A车型,20,19,1,1.0,1.02,-0.9766,0.8431,0.9755,0.0,0.9661,0.0943
2026-01-26 17:00:00,A车型,20,19,3,1.0,1.0,-0.6434,0.8256,0.9785,0.0,0.9784,0.1039
2026-01-26 18:00:00,A车型,20,19,2,1.0,1.0,-0.7346,0.8134,0.9863,0.0,0.9771,0.1712
2026-01-26 19:00:00,A车型,20,19,1,1.0,1.0,-0.9495,0.8243,0.98,0.0,0.9783,0.1884
2026-01-26 20:00:00,A车型,20,20,2,1.0,1.0,-0.4768,0.8402,0.9786,0.3,0.9844,0.1482
2026-01-26 21:00:00,B车型,15,14,1,1.0,1.0,-1.3857,0.853,0.9818,1.0,0.9827,0.1305
2026-01-26 22:00:00,B车型,15,14,2,1.0,1.0,-1.0604,0.8469,0.9803,0.4,0.9849,0.1276
2026-01-26 23:00:00,A车型,20,18,1,1.0,1.0,-2.1124,0.8777,0.9745,1.0,0.9754,0.1486
2026-01-27 00:00:00,A车型,20,17,1,0.97,1.0,-1.9129,0.8885,0.9688,0.4,0.9565,0.1876
2026-01-27 01:00:00,A车型,20,18,1,0.97,0.98,-0.8814,0.8756,0.9747,0.0,0.9681,0.1911
2026-01-27 02:00:00,A车型,20,18,2,0.97,0.98,-0.6503,0.8325,0.9644,0.3,0.9721,0.1522
2026-01-27 03:00:00,C车型,10,8,1,0.97,0.98,-1.9283,0.8073,0.9579,1.0,0.9699,0.1739
2026-01-27 04:00:00,B车型,15,12,1,0.97,0.98,-2.7014,0.8124,0.9563,1.0,0.9592,0.1561
2026-01-27 05:00:00,B车型,15,12,1,0.97,0.98,-1.8216,0.8184,0.9724,0.4,0.9559,0.1408
2026-01-27 06:00:00,B车型,15,13,2,0.97,1.0,-1.6561,0.7978,0.9579,0.3,0.9604,0.1609
2026-01-27 07:00:00,A车型,20,17,3,0.97,1.0,-2.6949,0.7783,0.9593,1.0,0.9825,0.1524
2026-01-27 08:00:00,C车型,10,8,2,1.02,1.0,-2.3007,0.7772,0.9664,1.0,0.9999,0.0997
2026-01-27 09:00:00,C车型,10,9,3,1.02,1.015,-1.5914,0.7681,0.9635,0.4,1.0222,0.0868
2026-01-27 10:00:00,A车型,20,19,1,1.02,1.015,-1.6195,0.7842,0.9709,1.0,1.0337,0.0868
2026-01-27 11:00:00,A车型,20,19,2,1.02,1.015,-1.4292,0.7866,0.9774,0.4,1.0432,0.1434
2026-01-27 12:00:00,C车型,10,8,3,1.02,1.0,-1.8018,0.7745,0.9598,1.0,1.0526,0.112
2026-01-27 13:00:00,A车型,20,18,3,1.02,1.0,-2.3266,0.7506,0.9587,1.0,1.0621,0.0999
2026-01-27 14:00:00,A车型,20,19,3,1.02,1.02,-1.9996,0.7636,0.9511,0.4,1.0715,0.1241
2026-01-27 15:00:00,B车型,15,13,3,1.02,1.02,-2.6559,0.784,0.9559,1.0,1.0793,0.133
2026-01-27 16:00:00,A车型,20,17,3,1.0,1.02,-2.9426,0.7712,0.961,1.0,1.0821,0.2119
2026-01-27 17:00:00,A车型,20,17,1,1.0,1.0,-2.9533,0.7839,0.9567,0.4,1.0483,0.2697
2026-01-27 18:00:00,A车型,20,18,3,1.0,1.0,-2.1797,0.8005,0.9537,0.0,1.0398,0.2991
2026-01-27 19:00:00,A车型,20,18,2,1.0,1.0,-2.1379,0.79,0.9468,0.0,1.0236,0.2726
2026-01-27 20:00:00,A车型,20,18,1,1.0,1.0,-1.5462,0.8281,0.9442,0.3,1.0187,0.2252
2026-01-27 21:00:00,B车型,15,12,2,1.0,1.0,-2.998,0.8254,0.9434,1.0,1.017,0.3777
2026-01-27 22:00:00,B车型,15,12,2,1.0,1.0,-3.1013,0.8602,0.9468,0.4,1.0105,0.4867
2026-01-27 23:00:00,B车型,15,12,2,1.0,1.0,-2.5872,0.9048,0.9458,0.0,0.9969,0.3855
2026-01-28 00:00:00,B车型,15,13,1,0.97,1.0,-1.0851,0.8925,0.9255,0.0,0.9906,0.3106
2026-01-28 01:00:00,B车型,15,13,1,0.97,0.98,-1.5742,0.8937,0.8999,0.3,0.9785,0.2796
2026-01-28 02:00:00,A车型,20,16,1,0.97,0.98,-3.0235,0.9265,0.869,1.0,0.9827,0.2122
2026-01-28 03:00:00,A车型,20,16,2,0.97,0.98,-2.5496,0.9248,0.8575,0.4,0.9737,0.1961
2026-01-28 04:00:00,B车型,15,11,3,0.97,0.98,-3.1035,0.9,0.8846,1.0,0.9817,0.1974
2026-01-28 05:00:00,B车型,15,12,1,0.97,0.98,-2.4439,0.9156,0.8943,0.4,0.9871,0.1673
2026-01-28 06:00:00,B车型,15,13,2,0.97,1.0,-1.3588,0.9005,0.9171,0.0,0.9851,0.1881
2026-01-28 07:00:00,B车型,15,13,3,0.97,1.0,-1.1512,0.9008,0.9254,0.0,1.0082,0.1945
2026-01-28 08:00:00,B车型,15,14,2,1.02,1.0,-1.469,0.8951,0.9236,0.0,0.9919,0.3668
2026-01-28 09:00:00,B车型,15,14,2,1.02,1.015,-1.6603,0.9024,0.9281,0.0,0.9815,0.4389
2026-01-28 10:00:00,B车型,15,14,1,1.02,1.015,-2.022,0.8898,0.9341,0.3,0.9861,0.5113
2026-01-28 11:00:00,A车型,20,17,3,1.02,1.015,-3.2475,0.9017,0.9303,1.0,0.9874,0.5816
2026-01-28 12:00:00,B车型,15,12,2,1.02,1.0,-3.673,0.8794,0.945,1.0,0.983,0.4679
2026-01-28 13:00:00,B车型,15,12,2,1.02,1.0,-3.7087,0.8663,0.955,0.4,0.9926,0.3394
2026-01-28 14:00:00,B车型,15,13,2,1.02,1.02,-2.6469,0.8664,0.9525,0.0,0.985,0.2856
2026-01-28 15:00:00,B车型,15,14,3,1.02,1.02,-1.3739,0.8748,0.9552,0.0,0.9811,0.2626
2026-01-28 16:00:00,B车型,15,14,2,1.0,1.02,-1.413,0.8751,0.9496,0.0,0.9766,0.2175
2026-01-28 17:00:00,B车型,15,14,1,1.0,1.0,-0.8233,0.8626,0.9651,0.0,0.9814,0.2174
2026-01-28 18:00:00,B车型,15,14,3,1.0,1.0,-1.0471,0.8828,0.9717,0.0,0.9961,0.2311
2026-01-28 19:00:00,B车型,15,14,2,1.0,1.0,-0.8941,0.8994,0.9812,0.3,1.0091,0.2201
2026-01-28 20:00:00,C车型,10,8,3,1.0,1.0,-2.3137,0.8983,0.9745,1.0,0.9996,0.1657
2026-01-28 21:00:00,B车型,15,12,1,1.0,1.0,-2.6283,0.8857,0.9707,1.0,1.0081,0.1659
2026-01-28 22:00:00,B车型,15,13,2,1.0,1.0,-2.4049,0.845,0.956,0.4,1.0168,0.14
2026-01-28 23:00:00,B车型,15,13,2,1.0,1.0,-1.5069,0.8578,0.967,0.0,1.0262,0.1582
2026-01-29 00:00:00,B车型,15,14,1,0.97,1.0,-1.003,0.8645,0.9804,0.0,1.0236,0.1915
2026-01-29 01:00:00,B车型,15,14,1,0.97,0.98,0.0599,0.8628,0.9767,0.0,1.0186,0.1638
2026-01-29 02:00:00,B车型,15,14,3,0.97,0.98,0.1001,0.8792,0.982,0.0,1.0245,0.1617
2026-01-29 03:00:00,B车型,15,14,1,0.97,0.98,0.0532,0.8668,0.9864,0.0,1.0359,0.1923
2026-01-29 04:00:00,B车型,15,14,1,0.97,0.98,0.0239,0.8863,0.978,0.0,1.0298,0.1962
2026-01-29 05:00:00,B车型,15,14,3,0.97,0.98,-0.3621,0.8841,0.9669,0.3,1.0218,0.1652
2026-01-29 06:00:00,C车型,10,9,2,0.97,1.0,-0.9202,0.8648,0.9636,1.0,1.0301,0.1359
2026-01-29 07:00:00,A车型,20,18,1,0.97,1.0,-1.5288,0.8732,0.968,1.0,1.0413,0.1839
2026-01-29 08:00:00,A车型,20,19,1,1.02,1.0,-1.8449,0.8896,0.9609,0.4,1.0501,0.1337
2026-01-29 09:00:00,A车型,20,19,2,1.02,1.015,-1.3524,0.8608,0.9622,0.3,1.0397,0.1799
2026-01-29 10:00:00,B车型,15,14,1,1.02,1.015,-1.7566,0.859,0.9673,1.0,1.0237,0.163
2026-01-29 11:00:00,C车型,10,8,2,1.02,1.015,-1.9579,0.8565,0.9824,1.0,1.0232,0.1749
2026-01-29 12:00:00,C车型,10,9,1,1.02,1.0,-1.5714,0.8548,0.9722,0.4,1.0036,0.1957
2026-01-29 13:00:00,C车型,10,9,3,1.02,1.0,-0.7149,0.8532,0.9461,0.0,1.0063,0.1402
2026-01-29 14:00:00,C车型,10,10,3,1.02,1.02,-0.5671,0.849,0.9327,0.0,1.0021,0.1102
2026-01-29 15:00:00,C车型,10,10,1,1.02,1.02,-0.5559,0.8699,0.9346,0.0,1.0047,0.1339
2026-01-29 16:00:00,C车型,10,9,1,1.0,1.02,-0.9741,0.8698,0.9303,0.0,1.0123,0.1572
2026-01-29 17:00:00,C车型,10,10,3,1.0,1.0,-0.39,0.8682,0.941,0.0,1.018,0.1292
2026-01-29 18:00:00,C车型,10,10,3,1.0,1.0,-0.3976,0.8641,0.9407,0.0,1.0169,0.1522
2026-01-29 19:00:00,C车型,10,9,3,1.0,1.0,-0.7639,0.8886,0.9533,0.3,1.0293,0.0843
2026-01-29 20:00:00,A车型,20,18,3,1.0,1.0,-1.5674,0.9067,0.9633,1.0,1.0307,0.0973
2026-01-29 21:00:00,A车型,20,19,2,1.0,1.0,-1.3339,0.9288,0.944,0.4,1.0271,0.0879
2026-01-29 22:00:00,A车型,20,18,3,1.0,1.0,-2.06,0.9662,0.9437,0.3,1.034,0.0948
2026-01-29 23:00:00,B车型,15,13,2,1.0,1.0,-2.2081,0.9625,0.9431,1.0,1.0321,0.0817
2026-01-30 00:00:00,C车型,10,7,2,0.97,1.0,-2.9986,0.939,0.9467,1.0,1.0382,0.0443
